Gene stable ID,Gene start (bp),Gene end (bp),Gene description,Gene name,Gene type,Chromosome/scaffold name,Strand
ENSMUSG00000022824,33794037,33819934,"mucin 13, epithelial transmembrane [Source:MGI Symbol;Acc:MGI:103190]",Muc13,protein_coding,16,1
ENSMUSG00000052026,60995381,61014199,"solute carrier family 6 (neurotransmitter transporter, L-proline), member 7 [Source:MGI Symbol;Acc:MGI:2147363]",Slc6a7,protein_coding,18,-1
ENSMUSG00000045094,61493794,61536536,Rho guanine nucleotide exchange factor (GEF) 37 [Source:MGI Symbol;Acc:MGI:3045339],Arhgef37,protein_coding,18,-1
ENSMUSG00000024594,57354733,57392719,proline-rich coiled-coil 1 [Source:MGI Symbol;Acc:MGI:1916106],Prrc1,protein_coding,18,1
ENSMUSG00000024442,38250249,38262629,RIKEN cDNA 0610009O20 gene [Source:MGI Symbol;Acc:MGI:1914089],0610009O20Rik,protein_coding,18,1
ENSMUSG00000024427,38586268,38601268,sprouty homolog 4 (Drosophila) [Source:MGI Symbol;Acc:MGI:1345144],Spry4,protein_coding,18,-1
ENSMUSG00000066475,38244828,38245382,predicted gene 10268 [Source:MGI Symbol;Acc:MGI:3642637],Gm10268,processed_pseudogene,18,1
ENSMUSG00000099157,38594365,38594483,"predicted gene, 27804 [Source:MGI Symbol;Acc:MGI:5531186]",Gm27804,misc_RNA,18,1
ENSMUSG00000045629,61953075,62015715,SH3 domain and tetratricopeptide repeats 2 [Source:MGI Symbol;Acc:MGI:2444417],Sh3tc2,protein_coding,18,1
ENSMUSG00000024425,38418975,38464399,Nedd4 family interacting protein 1 [Source:MGI Symbol;Acc:MGI:1929601],Ndfip1,protein_coding,18,1
ENSMUSG00000089541,61467053,61467153,"predicted gene, 25834 [Source:MGI Symbol;Acc:MGI:5455611]",Gm25834,snRNA,18,-1
ENSMUSG00000024597,57878678,57946821,"solute carrier family 12, member 2 [Source:MGI Symbol;Acc:MGI:101924]",Slc12a2,protein_coding,18,1
ENSMUSG00000105951,57681814,57681909,"predicted gene, 44491 [Source:MGI Symbol;Acc:MGI:5690883]",Gm44491,miRNA,18,1
ENSMUSG00000024622,61131279,61177050,HMG box domain containing 3 [Source:MGI Symbol;Acc:MGI:2441817],Hmgxb3,protein_coding,18,-1
ENSMUSG00000089125,61138509,61138613,"predicted gene, 26403 [Source:MGI Symbol;Acc:MGI:5456180]",Gm26403,snRNA,18,-1
ENSMUSG00000088384,38356578,38356674,"predicted gene, 24690 [Source:MGI Symbol;Acc:MGI:5454467]",Gm24690,rRNA,18,1
ENSMUSG00000065445,61649196,61649258,microRNA 143 [Source:MGI Symbol;Acc:MGI:2676828],Mir143,miRNA,18,-1
ENSMUSG00000060450,38296635,38317847,ring finger protein 14 [Source:MGI Symbol;Acc:MGI:1929668],Rnf14,protein_coding,18,1
ENSMUSG00000098389,61117468,61117531,microRNA 6983 [Source:MGI Symbol;Acc:MGI:5530878],Mir6983,miRNA,18,1
ENSMUSG00000032735,61799395,61911852,"actin binding LIM protein family, member 3 [Source:MGI Symbol;Acc:MGI:2442582]",Ablim3,protein_coding,18,-1
ENSMUSG00000024578,61687935,61692537,interleukin 17B [Source:MGI Symbol;Acc:MGI:1928397],Il17b,protein_coding,18,1
ENSMUSG00000024580,61712440,61726331,"GrpE-like 2, mitochondrial [Source:MGI Symbol;Acc:MGI:1334416]",Grpel2,protein_coding,18,-1
ENSMUSG00000088776,57669453,57669558,"predicted gene, 26038 [Source:MGI Symbol;Acc:MGI:5455815]",Gm26038,snRNA,18,-1
ENSMUSG00000105200,61397835,61397900,microRNA 378a [Source:MGI Symbol;Acc:MGI:3617791],Mir378a,miRNA,18,-1
ENSMUSG00000089296,38297939,38298041,"predicted gene, 23205 [Source:MGI Symbol;Acc:MGI:5452982]",Gm23205,snRNA,18,1
ENSMUSG00000093026,61397813,61397925,"predicted gene, 25301 [Source:MGI Symbol;Acc:MGI:5455078]",Gm25301,miRNA,18,1
ENSMUSG00000099111,38594158,38594228,"predicted gene, 27369 [Source:MGI Symbol;Acc:MGI:5530751]",Gm27369,misc_RNA,18,1
ENSMUSG00000065592,61647825,61647894,microRNA 145a [Source:MGI Symbol;Acc:MGI:2676830],Mir145a,miRNA,18,-1
ENSMUSG00000097080,38238405,38250565,RIKEN cDNA 1700086O06 gene [Source:MGI Symbol;Acc:MGI:1920766],1700086O06Rik,lincRNA,18,-1
ENSMUSG00000024593,57133090,57297467,multiple EGF-like-domains 10 [Source:MGI Symbol;Acc:MGI:2685177],Megf10,protein_coding,18,1
ENSMUSG00000051375,38185914,38212053,protocadherin 1 [Source:MGI Symbol;Acc:MGI:104692],Pcdh1,protein_coding,18,-1
ENSMUSG00000089983,38209772,38229145,RIKEN cDNA 2010320O07 gene [Source:MGI Symbol;Acc:MGI:1917131],2010320O07Rik,processed_transcript,18,1
ENSMUSG00000024440,38267092,38284402,protocadherin 12 [Source:MGI Symbol;Acc:MGI:1855700],Pcdh12,protein_coding,18,-1
ENSMUSG00000052102,38327558,38339003,glucosamine-6-phosphate deaminase 1 [Source:MGI Symbol;Acc:MGI:1347054],Gnpda1,protein_coding,18,-1
ENSMUSG00000081773,38771496,38772347,predicted gene 8302 [Source:MGI Symbol;Acc:MGI:3643802],Gm8302,processed_pseudogene,18,-1
ENSMUSG00000036452,38601534,39376284,Rho GTPase activating protein 26 [Source:MGI Symbol;Acc:MGI:1918552],Arhgap26,protein_coding,18,1
ENSMUSG00000083766,38717528,38718128,predicted gene 15335 [Source:MGI Symbol;Acc:MGI:3705562],Gm15335,processed_pseudogene,18,-1
ENSMUSG00000099488,38714400,38714513,"predicted gene, 19774 [Source:MGI Symbol;Acc:MGI:5011959]",Gm19774,processed_pseudogene,18,1
ENSMUSG00000086991,38993635,38994192,predicted gene 15334 [Source:MGI Symbol;Acc:MGI:3705284],Gm15334,antisense_RNA,18,-1
ENSMUSG00000036585,38838673,38929404,fibroblast growth factor 1 [Source:MGI Symbol;Acc:MGI:95515],Fgf1,protein_coding,18,-1
ENSMUSG00000024619,61018862,61036199,caudal type homeobox 1 [Source:MGI Symbol;Acc:MGI:88360],Cdx1,protein_coding,18,-1
ENSMUSG00000024620,61045150,61085061,"platelet derived growth factor receptor, beta polypeptide [Source:MGI Symbol;Acc:MGI:97531]",Pdgfrb,protein_coding,18,1
ENSMUSG00000024621,61105572,61132149,colony stimulating factor 1 receptor [Source:MGI Symbol;Acc:MGI:1339758],Csf1r,protein_coding,18,1
ENSMUSG00000034320,61192919,61211612,"solute carrier family 26 (sulfate transporter), member 2 [Source:MGI Symbol;Acc:MGI:892977]",Slc26a2,protein_coding,18,-1
ENSMUSG00000091957,61259008,61259972,"ribosomal protein S2, pseudogene 10 [Source:MGI Symbol;Acc:MGI:3645604]",Rps2-ps10,transcribed_processed_pseudogene,18,-1
ENSMUSG00000024575,61220482,61289924,"phosphodiesterase 6A, cGMP-specific, rod, alpha [Source:MGI Symbol;Acc:MGI:97524]",Pde6a,protein_coding,18,1
ENSMUSG00000033871,61298136,61400431,"peroxisome proliferative activated receptor, gamma, coactivator 1 beta [Source:MGI Symbol;Acc:MGI:2444934]",Ppargc1b,protein_coding,18,-1
ENSMUSG00000024576,61555274,61590061,"casein kinase 1, alpha 1 [Source:MGI Symbol;Acc:MGI:1934950]",Csnk1a1,protein_coding,18,1
ENSMUSG00000069372,57468516,57478133,cortexin 3 [Source:MGI Symbol;Acc:MGI:3642816],Ctxn3,protein_coding,18,1
ENSMUSG00000058925,57533780,57731065,RIKEN cDNA 1700011I03 gene [Source:MGI Symbol;Acc:MGI:1922694],1700011I03Rik,protein_coding,18,1
ENSMUSG00000085800,57504422,57533752,RIKEN cDNA 1700066O22 gene [Source:MGI Symbol;Acc:MGI:1920651],1700066O22Rik,processed_transcript,18,-1
ENSMUSG00000086607,57373455,57552397,RIKEN cDNA 4930511M06 gene [Source:MGI Symbol;Acc:MGI:1922334],4930511M06Rik,processed_transcript,18,-1
ENSMUSG00000098098,61639542,61647472,braveheart long non-coding RNA [Source:MGI Symbol;Acc:MGI:5434104],Bvht,lincRNA,18,1
ENSMUSG00000097324,61649625,61665537,cardiac mesoderm enhancer-associated non-coding RNA [Source:MGI Symbol;Acc:MGI:4439832],Carmn,lincRNA,18,-1
ENSMUSG00000102778,61691046,61692384,"predicted gene, 38165 [Source:MGI Symbol;Acc:MGI:5611393]",Gm38165,antisense_RNA,18,-1
ENSMUSG00000024579,61696837,61707635,prenylcysteine oxidase 1 like [Source:MGI Symbol;Acc:MGI:3606062],Pcyox1l,protein_coding,18,-1
ENSMUSG00000098702,61726390,61735917,RIKEN cDNA 1500015A07 gene [Source:MGI Symbol;Acc:MGI:1916232],1500015A07Rik,antisense_RNA,18,1
ENSMUSG00000033032,61730261,61786702,actin filament associated protein 1-like 1 [Source:MGI Symbol;Acc:MGI:2147199],Afap1l1,protein_coding,18,-1
ENSMUSG00000104035,61934976,61935220,"predicted gene, 37774 [Source:MGI Symbol;Acc:MGI:5611002]",Gm37774,TEC,18,-1
ENSMUSG00000024845,4125934,4132307,transmembrane protein 134 [Source:MGI Symbol;Acc:MGI:1914240],Tmem134,processed_transcript,19,1
ENSMUSG00000024835,4148619,4154035,"coronin, actin binding protein 1B [Source:MGI Symbol;Acc:MGI:1345963]",Coro1b,protein_coding,19,1
ENSMUSG00000045826,4154606,4156751,"protein tyrosine phosphatase, receptor type, C polypeptide-associated protein [Source:MGI Symbol;Acc:MGI:97811]",Ptprcap,protein_coding,19,1
ENSMUSG00000024830,4156713,4163354,"ribosomal protein S6 kinase, polypeptide 2 [Source:MGI Symbol;Acc:MGI:1927343]",Rps6kb2,protein_coding,19,-1
ENSMUSG00000040663,4214238,4223490,cardiotrophin-like cytokine factor 1 [Source:MGI Symbol;Acc:MGI:1930088],Clcf1,protein_coding,19,1
ENSMUSG00000005986,4270180,4283137,"ankyrin repeat domain 13 family, member D [Source:MGI Symbol;Acc:MGI:1915673]",Ankrd13d,protein_coding,19,-1
ENSMUSG00000024858,4286001,4306222,G protein-coupled receptor kinase 2 [Source:MGI Symbol;Acc:MGI:87940],Grk2,protein_coding,19,-1
ENSMUSG00000054611,4314419,4398285,lysine (K)-specific demethylase 2A [Source:MGI Symbol;Acc:MGI:1354736],Kdm2a,protein_coding,19,-1
ENSMUSG00000087132,4439003,4448332,RIKEN cDNA A930001C03 gene [Source:MGI Symbol;Acc:MGI:2441838],A930001C03Rik,processed_transcript,19,1
ENSMUSG00000041845,4425459,4439432,ras homolog family member D [Source:MGI Symbol;Acc:MGI:108446],Rhod,protein_coding,19,-1
ENSMUSG00000049303,4445908,4477447,synaptotagmin XII [Source:MGI Symbol;Acc:MGI:2159601],Syt12,protein_coding,19,-1
ENSMUSG00000063904,4907229,4928287,dipeptidylpeptidase 3 [Source:MGI Symbol;Acc:MGI:1922471],Dpp3,protein_coding,19,-1
ENSMUSG00000067872,4839366,4842528,coiled-coil domain containing 87 [Source:MGI Symbol;Acc:MGI:3026882],Ccdc87,protein_coding,19,1
ENSMUSG00000040385,4192158,4195419,"protein phosphatase 1, catalytic subunit, alpha isoform [Source:MGI Symbol;Acc:MGI:103016]",Ppp1ca,protein_coding,19,1
ENSMUSG00000044724,4139799,4145738,G protein-coupled receptor 152 [Source:MGI Symbol;Acc:MGI:2685519],Gpr152,protein_coding,19,1
ENSMUSG00000006464,4886898,4906627,Bardet-Biedl syndrome 1 (human) [Source:MGI Symbol;Acc:MGI:1277215],Bbs1,protein_coding,19,-1
ENSMUSG00000104921,4078297,4078512,"predicted gene, 23927 [Source:MGI Symbol;Acc:MGI:5453704]",Gm23927,snoRNA,19,-1
ENSMUSG00000088661,4904673,4904782,"predicted gene, 25334 [Source:MGI Symbol;Acc:MGI:5455111]",Gm25334,snRNA,19,1
ENSMUSG00000024902,4962306,4966995,mitochondrial ribosomal protein L11 [Source:MGI Symbol;Acc:MGI:2137215],Mrpl11,protein_coding,19,1
ENSMUSG00000099290,4263818,4263878,microRNA 6985 [Source:MGI Symbol;Acc:MGI:5531101],Mir6985,miRNA,19,-1
ENSMUSG00000064400,4078298,4078512,"predicted gene, 23927 [Source:MGI Symbol;Acc:MGI:5453704]",Gm23927,snoRNA,19,-1
ENSMUSG00000075289,4164324,4175479,carnosine synthase 1 [Source:MGI Symbol;Acc:MGI:2147595],Carns1,protein_coding,19,-1
ENSMUSG00000034616,4261668,4269172,slingshot homolog 3 (Drosophila) [Source:MGI Symbol;Acc:MGI:2683546],Ssh3,protein_coding,19,-1
ENSMUSG00000067889,4711208,4752353,"spectrin beta, non-erythrocytic 2 [Source:MGI Symbol;Acc:MGI:1313261]",Sptbn2,protein_coding,19,1
ENSMUSG00000042041,4496790,4498583,RIKEN cDNA 2010003K11 gene [Source:MGI Symbol;Acc:MGI:1917111],2010003K11Rik,protein_coding,19,-1
ENSMUSG00000093346,4215402,4215488,"predicted gene, 26115 [Source:MGI Symbol;Acc:MGI:5455892]",Gm26115,miRNA,19,-1
ENSMUSG00000098346,4623898,4623955,microRNA 6986 [Source:MGI Symbol;Acc:MGI:5531091],Mir6986,miRNA,19,-1
ENSMUSG00000040247,4184358,4191047,"TBC1 domain family, member 10c [Source:MGI Symbol;Acc:MGI:1922072]",Tbc1d10c,protein_coding,19,-1
ENSMUSG00000034108,4825366,4839322,copper chaperone for superoxide dismutase [Source:MGI Symbol;Acc:MGI:1333783],Ccs,protein_coding,19,-1
ENSMUSG00000083282,4855129,4860912,cathepsin F [Source:MGI Symbol;Acc:MGI:1861434],Ctsf,protein_coding,19,1
ENSMUSG00000024854,4231899,4233631,"polymerase (DNA-directed), delta 4 [Source:MGI Symbol;Acc:MGI:1916995]",Pold4,protein_coding,19,1
ENSMUSG00000024842,4135425,4139609,calcium binding protein 4 [Source:MGI Symbol;Acc:MGI:1920910],Cabp4,protein_coding,19,-1
ENSMUSG00000045903,4984355,4989971,neuronal PAS domain protein 4 [Source:MGI Symbol;Acc:MGI:2664186],Npas4,protein_coding,19,-1
ENSMUSG00000024824,4195198,4201603,RAD9 checkpoint clamp component A [Source:MGI Symbol;Acc:MGI:1328356],Rad9a,protein_coding,19,-1
ENSMUSG00000097233,4169566,4174284,"predicted gene, 17552 [Source:MGI Symbol;Acc:MGI:4937186]",Gm17552,lincRNA,19,1
ENSMUSG00000024869,4000626,4005816,nudix (nucleoside diphosphate linked moiety X)-type motif 8 [Source:MGI Symbol;Acc:MGI:1913637],Nudt8,protein_coding,19,1
ENSMUSG00000024871,4003321,4007005,"double C2, gamma [Source:MGI Symbol;Acc:MGI:1926250]",Doc2g,protein_coding,19,1
ENSMUSG00000110949,4000580,4002103,nudix (nucleoside diphosphate linked moiety X)-type motif 8 [Source:MGI Symbol;Acc:MGI:1913637],Nudt8,protein_coding,19,1
ENSMUSG00000086107,4000758,4001232,predicted gene 16312 [Source:MGI Symbol;Acc:MGI:3826559],Gm16312,antisense_RNA,19,-1
ENSMUSG00000037916,4007497,4012806,NADH dehydrogenase (ubiquinone) flavoprotein 1 [Source:MGI Symbol;Acc:MGI:107851],Ndufv1,protein_coding,19,-1
ENSMUSG00000060803,4035407,4037921,"glutathione S-transferase, pi 1 [Source:MGI Symbol;Acc:MGI:95865]",Gstp1,protein_coding,19,-1
ENSMUSG00000038155,4040285,4042236,"glutathione S-transferase, pi 2 [Source:MGI Symbol;Acc:MGI:95864]",Gstp2,protein_coding,19,-1
ENSMUSG00000058216,4057477,4059446,glutathione S-transferase pi 3 [Source:MGI Symbol;Acc:MGI:2385078],Gstp3,protein_coding,19,-1
ENSMUSG00000024857,4081578,4087340,calcium binding protein 2 [Source:MGI Symbol;Acc:MGI:1352749],Cabp2,protein_coding,19,1
ENSMUSG00000024856,4097182,4099019,CDK2-associated protein 2 [Source:MGI Symbol;Acc:MGI:1098779],Cdk2ap2,protein_coding,19,1
ENSMUSG00000024851,4099998,4113965,"phosphatidylinositol transfer protein, membrane-associated 1 [Source:MGI Symbol;Acc:MGI:1197524]",Pitpnm1,protein_coding,19,1
ENSMUSG00000024847,4114446,4125858,aryl-hydrocarbon receptor-interacting protein [Source:MGI Symbol;Acc:MGI:109622],Aip,protein_coding,19,-1
ENSMUSG00000024892,4510472,4621752,pyruvate carboxylase [Source:MGI Symbol;Acc:MGI:97520],Pcx,protein_coding,19,1
ENSMUSG00000045045,4611785,4615667,leucine rich repeat and fibronectin type III domain containing 4 [Source:MGI Symbol;Acc:MGI:2385612],Lrfn4,protein_coding,19,-1
ENSMUSG00000024889,4622591,4625641,Ras converting CAAX endopeptidase 1 [Source:MGI Symbol;Acc:MGI:1336895],Rce1,protein_coding,19,-1
ENSMUSG00000071691,4625734,4698668,predicted gene 960 [Source:MGI Symbol;Acc:MGI:2685806],Gm960,protein_coding,19,-1
ENSMUSG00000094936,4784293,4793901,RNA binding motif protein 4 [Source:MGI Symbol;Acc:MGI:1100865],Rbm4,protein_coding,19,-1
ENSMUSG00000095913,4801512,4805784,"predicted gene, 21844 [Source:MGI Symbol;Acc:MGI:5434008]",Gm21844,antisense_RNA,19,1
ENSMUSG00000096370,4742913,4811612,predicted gene 21992 [Source:MGI Symbol;Acc:MGI:5439461],Gm21992,protein_coding,19,-1
ENSMUSG00000033760,4756543,4767065,RNA binding motif protein 4B [Source:MGI Symbol;Acc:MGI:1913954],Rbm4b,protein_coding,19,1
ENSMUSG00000006456,4800569,4811634,RNA binding motif protein 14 [Source:MGI Symbol;Acc:MGI:1929092],Rbm14,protein_coding,19,-1
ENSMUSG00000103651,4762103,4765171,"predicted gene, 37206 [Source:MGI Symbol;Acc:MGI:5610434]",Gm37206,TEC,19,-1
ENSMUSG00000006457,4861223,4877909,actinin alpha 3 [Source:MGI Symbol;Acc:MGI:99678],Actn3,protein_coding,19,-1
ENSMUSG00000006463,4878668,4885397,"zinc finger, DHHC domain containing 24 [Source:MGI Symbol;Acc:MGI:1917855]",Zdhhc24,protein_coding,19,1
ENSMUSG00000024901,4930651,4943127,pellino 3 [Source:MGI Symbol;Acc:MGI:1924963],Peli3,protein_coding,19,-1
ENSMUSG00000106791,86004380,86009355,RIKEN cDNA 4930553P18 gene [Source:MGI Symbol;Acc:MGI:1922605],4930553P18Rik,lincRNA,6,1
ENSMUSG00000030001,86016171,86020996,folliculogenesis specific basic helix-loop-helix [Source:MGI Symbol;Acc:MGI:1349421],Figla,protein_coding,6,1
ENSMUSG00000107619,51283532,51287855,"predicted gene, 32479 [Source:MGI Symbol;Acc:MGI:5591638]",Gm32479,lincRNA,6,-1
ENSMUSG00000107660,51379710,51392791,predicted gene 6559 [Source:MGI Symbol;Acc:MGI:3643041],Gm6559,lincRNA,6,1
ENSMUSG00000108236,51400966,51402219,RIKEN cDNA 0610033M10 gene [Source:MGI Symbol;Acc:MGI:1921343],0610033M10Rik,lincRNA,6,-1
ENSMUSG00000029832,51432670,51458768,"nuclear factor, erythroid derived 2, like 3 [Source:MGI Symbol;Acc:MGI:1339958]",Nfe2l3,protein_coding,6,1
ENSMUSG00000107927,86039934,86041767,"predicted gene, 44090 [Source:MGI Symbol;Acc:MGI:5690482]",Gm44090,TEC,6,1
ENSMUSG00000030000,86028681,86124409,adducin 2 (beta) [Source:MGI Symbol;Acc:MGI:87919],Add2,protein_coding,6,1
ENSMUSG00000107965,125257711,125258008,"predicted gene, 44259 [Source:MGI Symbol;Acc:MGI:5690651]",Gm44259,processed_pseudogene,6,-1
ENSMUSG00000067702,125278274,125286042,"tubulin, alpha 3A [Source:MGI Symbol;Acc:MGI:1095406]",Tuba3a,protein_coding,6,-1
ENSMUSG00000108129,125265476,125287286,RIKEN cDNA 4930417O13 gene [Source:MGI Symbol;Acc:MGI:1921120],4930417O13Rik,processed_transcript,6,1
ENSMUSG00000004980,51460932,51469894,heterogeneous nuclear ribonucleoprotein A2/B1 [Source:MGI Symbol;Acc:MGI:104819],Hnrnpa2b1,protein_coding,6,-1
ENSMUSG00000107842,86084366,86087080,"predicted gene, 44089 [Source:MGI Symbol;Acc:MGI:5690481]",Gm44089,antisense_RNA,6,-1
ENSMUSG00000030339,125306571,125313885,lymphotoxin B receptor [Source:MGI Symbol;Acc:MGI:104875],Ltbr,protein_coding,6,-1
ENSMUSG00000030340,125320659,125344943,"sodium channel, nonvoltage-gated 1 alpha [Source:MGI Symbol;Acc:MGI:101782]",Scnn1a,protein_coding,6,1
ENSMUSG00000014554,83480217,83506969,deoxyguanosine kinase [Source:MGI Symbol;Acc:MGI:1351602],Dguok,protein_coding,6,-1
ENSMUSG00000039629,29917012,29959681,striatin interacting protein 2 [Source:MGI Symbol;Acc:MGI:2444363],Strip2,protein_coding,6,1
ENSMUSG00000059430,83512905,83536265,"actin, gamma 2, smooth muscle, enteric [Source:MGI Symbol;Acc:MGI:104589]",Actg2,protein_coding,6,-1
ENSMUSG00000038167,125362660,125380793,"pleckstrin homology domain containing, family G (with RhoGef domain) member 6 [Source:MGI Symbol;Acc:MGI:2682298]",Plekhg6,protein_coding,6,-1
ENSMUSG00000030341,125349362,125362484,"tumor necrosis factor receptor superfamily, member 1a [Source:MGI Symbol;Acc:MGI:1314884]",Tnfrsf1a,protein_coding,6,1
ENSMUSG00000029994,86736840,86793584,annexin A4 [Source:MGI Symbol;Acc:MGI:88030],Anxa4,protein_coding,6,-1
ENSMUSG00000107961,86733489,86737065,"predicted gene, 44036 [Source:MGI Symbol;Acc:MGI:5690428]",Gm44036,lincRNA,6,1
ENSMUSG00000006906,83543211,83572729,STAM binding protein [Source:MGI Symbol;Acc:MGI:1917777],Stambp,protein_coding,6,-1
ENSMUSG00000107857,86147152,86148194,"predicted gene, 19596 [Source:MGI Symbol;Acc:MGI:5011781]",Gm19596,unprocessed_pseudogene,6,1
ENSMUSG00000029836,51470360,51483704,chromobox 3 [Source:MGI Symbol;Acc:MGI:108515],Cbx3,protein_coding,6,1
ENSMUSG00000029999,86195223,86275719,transforming growth factor alpha [Source:MGI Symbol;Acc:MGI:98724],Tgfa,protein_coding,6,1
ENSMUSG00000108660,83568039,83588123,"predicted gene, 21284 [Source:MGI Symbol;Acc:MGI:5434639]",Gm21284,antisense_RNA,6,1
ENSMUSG00000108484,83548859,83550381,"predicted gene, 18537 [Source:MGI Symbol;Acc:MGI:5010722]",Gm18537,transcribed_processed_pseudogene,6,-1
ENSMUSG00000107745,86261555,86263914,"predicted gene, 43917 [Source:MGI Symbol;Acc:MGI:5690309]",Gm43917,TEC,6,-1
ENSMUSG00000024211,27275119,28135178,"glutamate receptor, metabotropic 8 [Source:MGI Symbol;Acc:MGI:1351345]",Grm8,protein_coding,6,-1
ENSMUSG00000108609,83600807,83601708,predicted gene 7424 [Source:MGI Symbol;Acc:MGI:3644728],Gm7424,processed_pseudogene,6,-1
ENSMUSG00000014542,83644542,83656187,"C-type lectin domain family 4, member f [Source:MGI Symbol;Acc:MGI:1859834]",Clec4f,protein_coding,6,-1
ENSMUSG00000034783,83671215,83677857,CD207 antigen [Source:MGI Symbol;Acc:MGI:2180021],Cd207,protein_coding,6,-1
ENSMUSG00000034777,83711264,83738313,ventral anterior homeobox 2 [Source:MGI Symbol;Acc:MGI:1346018],Vax2,protein_coding,6,1
ENSMUSG00000085794,83692806,83712201,"ventral anterior homeobox 2, opposite strand [Source:MGI Symbol;Acc:MGI:3583301]",Vax2os,antisense_RNA,6,-1
ENSMUSG00000098175,86284887,86285894,predicted gene 7545 [Source:MGI Symbol;Acc:MGI:3644882],Gm7545,processed_pseudogene,6,1
ENSMUSG00000072940,86334031,86334240,predicted pseudogene 10443 [Source:MGI Symbol;Acc:MGI:3704272],Gm10443,processed_pseudogene,6,1
ENSMUSG00000107819,86351851,86352984,"predicted gene, 18862 [Source:MGI Symbol;Acc:MGI:5011047]",Gm18862,unprocessed_pseudogene,6,1
ENSMUSG00000057497,86365646,86370058,"family with sequence similarity 136, member A [Source:MGI Symbol;Acc:MGI:1913738]",Fam136a,protein_coding,6,1
ENSMUSG00000030342,125460266,125494791,CD9 antigen [Source:MGI Symbol;Acc:MGI:88348],Cd9,protein_coding,6,-1
ENSMUSG00000101191,125481363,125484678,predicted gene 28809 [Source:MGI Symbol;Acc:MGI:5579515],Gm28809,antisense_RNA,6,1
ENSMUSG00000101162,125494424,125509135,"predicted gene, 26728 [Source:MGI Symbol;Acc:MGI:5477222]",Gm26728,processed_transcript,6,1
ENSMUSG00000057278,86371304,86379328,small nuclear ribonucleoprotein polypeptide G [Source:MGI Symbol;Acc:MGI:1915261],Snrpg,protein_coding,6,1
ENSMUSG00000107509,86372538,86375285,predicted gene 44941 [Source:MGI Symbol;Acc:MGI:5753517],Gm44941,antisense_RNA,6,-1
ENSMUSG00000100164,86848399,86849440,RIKEN cDNA 2610306M01 gene [Source:MGI Symbol;Acc:MGI:1914420],2610306M01Rik,bidirectional_promoter_lncRNA,6,-1
ENSMUSG00000006269,83742990,83758855,"ATPase, H+ transporting, lysosomal V1 subunit B1 [Source:MGI Symbol;Acc:MGI:103285]",Atp6v1b1,protein_coding,6,1
ENSMUSG00000108152,86873786,86875476,"predicted gene, 44152 [Source:MGI Symbol;Acc:MGI:5690544]",Gm44152,TEC,6,1
ENSMUSG00000057230,86849517,87003223,AP2 associated kinase 1 [Source:MGI Symbol;Acc:MGI:1098687],Aak1,protein_coding,6,1
ENSMUSG00000082036,29960993,29962147,predicted gene 13724 [Source:MGI Symbol;Acc:MGI:3651278],Gm13724,processed_pseudogene,6,1
ENSMUSG00000038301,51523901,51590679,sorting nexin 10 [Source:MGI Symbol;Acc:MGI:1919232],Snx10,protein_coding,6,1
ENSMUSG00000107688,86976529,86977177,"predicted gene, 44091 [Source:MGI Symbol;Acc:MGI:5690483]",Gm44091,sense_intronic,6,1
ENSMUSG00000107576,86961641,86963442,"predicted gene, 44093 [Source:MGI Symbol;Acc:MGI:5690485]",Gm44093,TEC,6,1
ENSMUSG00000108216,86862873,86864452,"predicted gene, 44153 [Source:MGI Symbol;Acc:MGI:5690545]",Gm44153,TEC,6,1
ENSMUSG00000083961,29963644,29963850,predicted gene 13725 [Source:MGI Symbol;Acc:MGI:3702114],Gm13725,processed_pseudogene,6,1
ENSMUSG00000045709,29985329,29993776,"smal lysine rich protein 1, pseudogene [Source:MGI Symbol;Acc:MGI:1923669]",Smkr-ps,lincRNA,6,1
ENSMUSG00000029998,86386006,86397154,prenylcysteine oxidase 1 [Source:MGI Symbol;Acc:MGI:1914131],Pcyox1,protein_coding,6,-1
ENSMUSG00000108145,51694309,51711081,"predicted gene, 38811 [Source:MGI Symbol;Acc:MGI:5621696]",Gm38811,lincRNA,6,-1
ENSMUSG00000014747,83762644,83768326,ankyrin repeat domain 53 [Source:MGI Symbol;Acc:MGI:1922555],Ankrd53,protein_coding,6,1
ENSMUSG00000099354,83761756,83762865,RIKEN cDNA 1700124L16 gene [Source:MGI Symbol;Acc:MGI:1915184],1700124L16Rik,antisense_RNA,6,-1
ENSMUSG00000001930,125546774,125686679,Von Willebrand factor [Source:MGI Symbol;Acc:MGI:98941],Vwf,protein_coding,6,1
ENSMUSG00000059182,51857422,52012549,src family associated phosphoprotein 2 [Source:MGI Symbol;Acc:MGI:1889206],Skap2,protein_coding,6,-1
ENSMUSG00000014748,83768885,83775813,testis expressed gene 261 [Source:MGI Symbol;Acc:MGI:1096575],Tex261,protein_coding,6,-1
ENSMUSG00000106990,28211008,28214805,predicted gene 42547 [Source:MGI Symbol;Acc:MGI:5662684],Gm42547,TEC,6,-1
ENSMUSG00000107320,28219167,28226170,predicted gene 42549 [Source:MGI Symbol;Acc:MGI:5662686],Gm42549,TEC,6,-1
ENSMUSG00000039841,28239927,28398005,zinc finger protein 800 [Source:MGI Symbol;Acc:MGI:1889334],Zfp800,protein_coding,6,-1
